"rater_id","reference_title","soft_attribute","less_than","about_as","more_than"
11,"The Shining (1980)","exaggerated","[Pirates of the Caribbean: The Curse of the Black Pearl (2003),Titanic (1997)]","[Men in Black (a.k.a. MIB) (1997)]","[The Incredibles (2004),Spider-Man 2 (2004),Jumanji (1995),Jurassic Park (1993),The Terminator (1984),Monsters, Inc. (2001),Edward Scissorhands (1990)]"
11,"The Lord of the Rings: The Fellowship of the Ring (2001)","factual","[Shrek (2001),Toy Story (1995),Finding Nemo (2003),The Lion King (1994)]","[Spider-Man 2 (2004),E.T. the Extra-Terrestrial (1982)]","[The Terminator (1984),The Shining (1980),Home Alone (1990),Fight Club (1999)]"
11,"Top Gun (1986)","far-fetched",NULL,"[Fight Club (1999),Catch Me If You Can (2002),Titanic (1997),Full Metal Jacket (1987)]","[Inception (2010),Star Wars: Episode V - The Empire Strikes Back (1980),Jurassic Park (1993),E.T. the Extra-Terrestrial (1982),Chicken Run (2000),Shrek 2 (2004)]"
11,"The Nightmare Before Christmas (1993)","feels real",NULL,"[The Little Mermaid (1989)]","[Pulp Fiction (1994),Gladiator (2000),X-Men (2000),The Mummy (1999),Alien (1979),Top Gun (1986),The Lord of the Rings: The Return of the King (2003),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Full Metal Jacket (1987)]"
11,"The Mask (1994)","fictionalized","[Fight Club (1999),Top Gun (1986)]","[Aladdin (1992),Edward Scissorhands (1990),The Matrix Reloaded (2003),Inception (2010),The Mummy (1999),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)]","[Finding Nemo (2003),Chicken Run (2000)]"
11,"Kill Bill: Vol. 1 (2003)","funny","[Casablanca (1942),Gladiator (2000),Saving Private Ryan (1998)]","[The Matrix Reloaded (2003),The Mummy (1999)]","[Shrek 2 (2004),The Little Mermaid (1989),Toy Story 2 (1999),Finding Nemo (2003),Willy Wonka & the Chocolate Factory (1971)]"
11,"Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)","gory",NULL,"[Titanic (1997),Shrek 2 (2004),The Breakfast Club (1985),E.T. the Extra-Terrestrial (1982)]","[Gladiator (2000),Men in Black (a.k.a. MIB) (1997),The Terminator (1984),The Dark Knight (2008),The Sixth Sense (1999),Jurassic Park (1993)]"
11,"Home Alone (1990)","harsh",NULL,"[Toy Story 2 (1999),Finding Nemo (2003),Good Will Hunting (1997),Jumanji (1995),The Breakfast Club (1985)]","[The Nightmare Before Christmas (1993),The Lost World: Jurassic Park (1997),The Lord of the Rings: The Two Towers (2002),The Terminator (1984),Fight Club (1999)]"
11,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)","heartfelt","[Shrek (2001),Snow White and the Seven Dwarfs (1937),Finding Nemo (2003),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Toy Story 2 (1999)]","[Pulp Fiction (1994),The Lost World: Jurassic Park (1997)]","[Full Metal Jacket (1987),Fight Club (1999),The Matrix Reloaded (2003)]"
11,"Casablanca (1942)","impactful","[Gladiator (2000),The Terminator (1984),Spider-Man (2002),Ocean's Eleven (2001),Snow White and the Seven Dwarfs (1937),The Dark Knight (2008),The Sixth Sense (1999),Home Alone (1990),Shrek 2 (2004),X2: X-Men United (2003)]",NULL,NULL
11,"Edward Scissorhands (1990)","incomprehensible","[Ocean's Eleven (2001),Catch Me If You Can (2002)]","[Jumanji (1995),The Mask (1994),E.T. the Extra-Terrestrial (1982),The Little Mermaid (1989),Shrek 2 (2004),Toy Story 2 (1999),The Incredibles (2004),The Lost World: Jurassic Park (1997)]",NULL
11,"Snow White and the Seven Dwarfs (1937)","intense","[The Breakfast Club (1985)]","[Monsters, Inc. (2001),The Mask (1994),Harry Potter and the Chamber of Secrets (2002),Chicken Run (2000),Finding Nemo (2003)]","[Men in Black (a.k.a. MIB) (1997),Pulp Fiction (1994),The Lost World: Jurassic Park (1997),The Lord of the Rings: The Return of the King (2003)]"
11,"Snow White and the Seven Dwarfs (1937)","interesting","[Chicken Run (2000)]","[Apocalypse Now (1979),Edward Scissorhands (1990)]","[Star Wars: Episode VI - Return of the Jedi (1983),Titanic (1997),Fight Club (1999),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),The Lost World: Jurassic Park (1997),Top Gun (1986),The Silence of the Lambs (1991)]"
11,"Top Gun (1986)","juvenile humor","[Schindler's List (1993),Titanic (1997),The Silence of the Lambs (1991)]","[The Lord of the Rings: The Two Towers (2002),Casablanca (1942)]","[The Mummy (1999),Toy Story 2 (1999),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Men in Black (a.k.a. MIB) (1997),The Breakfast Club (1985)]"
11,"X-Men (2000)","twisty",NULL,"[The Little Mermaid (1989),Toy Story 2 (1999),Willy Wonka & the Chocolate Factory (1971),X2: X-Men United (2003),The Mask (1994)]","[Die Hard (1988),Harry Potter and the Chamber of Secrets (2002),The Terminator (1984),The Matrix Reloaded (2003),Ocean's Eleven (2001)]"
11,"Aladdin (1992)","light-hearted","[Spider-Man (2002),Star Wars: Episode IV - A New Hope (1977),The Lord of the Rings: The Fellowship of the Ring (2001),The Lord of the Rings: The Return of the King (2003),Die Hard (1988),The Nightmare Before Christmas (1993)]","[Harry Potter and the Chamber of Secrets (2002),Finding Nemo (2003),Edward Scissorhands (1990),Mary Poppins (1964)]",NULL
11,"The Lion King (1994)","long",NULL,"[Beauty and the Beast (1991),Shrek (2001),Home Alone (1990),Men in Black (a.k.a. MIB) (1997)]","[Jumanji (1995),Jurassic Park (1993),Gladiator (2000),The Lord of the Rings: The Fellowship of the Ring (2001),Schindler's List (1993),Fight Club (1999)]"
11,"Psycho (1960)","mainstream",NULL,"[Mary Poppins (1964),Snow White and the Seven Dwarfs (1937)]","[Toy Story 2 (1999),Monsters, Inc. (2001),The Little Mermaid (1989),Saving Private Ryan (1998),Full Metal Jacket (1987),Alien (1979),Charlie's Angels (2000),Men in Black (a.k.a. MIB) (1997)]"
11,"Fight Club (1999)","make you think","[The Lord of the Rings: The Return of the King (2003),Men in Black (a.k.a. MIB) (1997),Alien (1979),The Lion King (1994),Chicken Run (2000),Scream (1996),Spider-Man 2 (2004),The Incredibles (2004)]","[Saving Private Ryan (1998),The Sixth Sense (1999)]",NULL
11,"Star Wars: Episode VI - Return of the Jedi (1983)","mindless","[Batman Begins (2005),To Kill a Mockingbird (1962),Alien (1979),The Lord of the Rings: The Fellowship of the Ring (2001),Forrest Gump (1994),Casablanca (1942)]","[Mary Poppins (1964),Edward Scissorhands (1990)]","[Toy Story (1995),Toy Story 2 (1999)]"
11,"The Sixth Sense (1999)","mushy mushy","[Spider-Man (2002),The Lord of the Rings: The Two Towers (2002),Star Wars: Episode I - The Phantom Menace (1999),E.T. the Extra-Terrestrial (1982),Charlie's Angels (2000),To Kill a Mockingbird (1962),Fight Club (1999)]","[Willy Wonka & the Chocolate Factory (1971),The Breakfast Club (1985),The Lion King (1994)]",NULL
11,"Titanic (1997)","original",NULL,"[The Silence of the Lambs (1991),The Shining (1980),Catch Me If You Can (2002)]","[Star Wars: Episode V - The Empire Strikes Back (1980),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Ocean's Eleven (2001),Batman Begins (2005),Beauty and the Beast (1991),Edward Scissorhands (1990),Top Gun (1986)]"
11,"X-Men (2000)","over the top","[Good Will Hunting (1997),Pulp Fiction (1994)]","[Fight Club (1999),Batman Begins (2005),X2: X-Men United (2003),Charlie's Angels (2000),RoboCop (1987)]","[The Mask (1994),Inception (2010),The Shining (1980)]"
11,"Willy Wonka & the Chocolate Factory (1971)","overrated","[The Terminator (1984),The Lord of the Rings: The Two Towers (2002),Shrek 2 (2004),Good Will Hunting (1997),E.T. the Extra-Terrestrial (1982),Harry Potter and the Chamber of Secrets (2002),Monsters, Inc. (2001),The Mask (1994)]","[X2: X-Men United (2003),The Breakfast Club (1985)]",NULL
11,"Spider-Man 2 (2004)","playful","[The Lord of the Rings: The Two Towers (2002),Psycho (1960),Full Metal Jacket (1987)]","[The Lost World: Jurassic Park (1997),Charlie's Angels (2000)]","[Shrek (2001),Finding Nemo (2003),Toy Story 2 (1999),Willy Wonka & the Chocolate Factory (1971),The Lion King (1994)]"
11,"Home Alone (1990)","pointless","[Mary Poppins (1964),Terminator 2: Judgment Day (1991),Spider-Man 2 (2004),Full Metal Jacket (1987),The Dark Knight (2008),Kill Bill: Vol. 1 (2003)]","[E.T. the Extra-Terrestrial (1982),Harry Potter and the Chamber of Secrets (2002),Beauty and the Beast (1991)]","[Chicken Run (2000)]"
11,"The Lion King (1994)","predictable","[Star Wars: Episode VI - Return of the Jedi (1983),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Forrest Gump (1994),The Lord of the Rings: The Two Towers (2002),Good Will Hunting (1997)]","[Spider-Man 2 (2004),Willy Wonka & the Chocolate Factory (1971),Home Alone (1990),The Mummy (1999),Aladdin (1992)]",NULL
11,"The Nightmare Before Christmas (1993)","realistic",NULL,"[Edward Scissorhands (1990)]","[Men in Black (a.k.a. MIB) (1997),Apocalypse Now (1979),Inception (2010),Saving Private Ryan (1998),Schindler's List (1993),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Jurassic Park (1993),Scream (1996),Die Hard (1988)]"
11,"Jumanji (1995)","romantic","[South Park: Bigger, Longer and Uncut (1999),To Kill a Mockingbird (1962),Home Alone (1990)]","[The Lost World: Jurassic Park (1997),Inception (2010),Men in Black (a.k.a. MIB) (1997),RoboCop (1987),Star Wars: Episode VI - Return of the Jedi (1983)]","[The Lion King (1994),Pirates of the Caribbean: The Curse of the Black Pearl (2003)]"
11,"Terminator 2: Judgment Day (1991)","sappy","[The Nightmare Before Christmas (1993),Chicken Run (2000),Psycho (1960),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Toy Story (1995),The Mask (1994)]","[Star Wars: Episode VI - Return of the Jedi (1983),Pirates of the Caribbean: The Curse of the Black Pearl (2003)]","[Fight Club (1999),The Lion King (1994)]"
11,"X-Men (2000)","scary","[Aladdin (1992),Willy Wonka & the Chocolate Factory (1971),Good Will Hunting (1997)]","[Spider-Man (2002),Batman Begins (2005),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Men in Black (a.k.a. MIB) (1997),Star Wars: Episode V - The Empire Strikes Back (1980)]","[E.T. the Extra-Terrestrial (1982),Saving Private Ryan (1998)]"
11,"Harry Potter and the Chamber of Secrets (2002)","serious","[Home Alone (1990),Mary Poppins (1964),Toy Story 2 (1999),The Nightmare Before Christmas (1993)]","[Spider-Man 2 (2004),E.T. the Extra-Terrestrial (1982)]","[The Shining (1980),Full Metal Jacket (1987),The Lord of the Rings: The Return of the King (2003),Forrest Gump (1994)]"
11,"Toy Story (1995)","simplistic script","[The Dark Knight (2008),The Lord of the Rings: The Two Towers (2002),Top Gun (1986),The Lord of the Rings: The Return of the King (2003),The Lost World: Jurassic Park (1997)]","[Spider-Man 2 (2004),The Little Mermaid (1989),Home Alone (1990),The Mask (1994),E.T. the Extra-Terrestrial (1982)]",NULL
11,"Gladiator (2000)","slow-paced","[Shrek (2001),Shrek 2 (2004),The Mask (1994),Scream (1996),Men in Black (a.k.a. MIB) (1997),Home Alone (1990),Top Gun (1986)]","[Apocalypse Now (1979),Star Wars: Episode V - The Empire Strikes Back (1980)]","[The Lord of the Rings: The Two Towers (2002)]"
11,"Home Alone (1990)","tearful",NULL,"[Shrek 2 (2004),Toy Story 2 (1999),Harry Potter and the Chamber of Secrets (2002),Pulp Fiction (1994),Star Wars: Episode IV - A New Hope (1977),The Mummy (1999)]","[The Matrix Reloaded (2003),Finding Nemo (2003),Forrest Gump (1994),The Sixth Sense (1999)]"
11,"Toy Story (1995)","terrifying",NULL,"[Mary Poppins (1964),The Little Mermaid (1989)]","[Spider-Man (2002),RoboCop (1987),Kill Bill: Vol. 1 (2003),Pirates of the Caribbean: The Curse of the Black Pearl (2003),The Shining (1980),The Silence of the Lambs (1991),X-Men (2000),E.T. the Extra-Terrestrial (1982)]"
11,"Star Wars: Episode I - The Phantom Menace (1999)","tongue and cheek","[Titanic (1997),Fight Club (1999),The Shining (1980),Full Metal Jacket (1987)]","[Jumanji (1995),X2: X-Men United (2003),Spider-Man 2 (2004),Terminator 2: Judgment Day (1991)]","[Shrek (2001),Pirates of the Caribbean: The Curse of the Black Pearl (2003)]"
14,"Few Good Men, A (1992)","animated",NULL,"[The Green Mile (1999),The Firm (1993)]","[Shrek 2 (2004),Beetlejuice (1988),Spider-Man (2002),Lethal Weapon (1987),Forrest Gump (1994),Ghostbusters (a.k.a. Ghost Busters) (1984),Grease (1978),Edward Scissorhands (1990)]"
11,"Beauty and the Beast (1991)","typical","[Gladiator (2000),Shrek 2 (2004),RoboCop (1987),Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode VI - Return of the Jedi (1983),X-Men (2000),The Mummy (1999),Ocean's Eleven (2001)]","[Spider-Man 2 (2004),Charlie's Angels (2000)]",NULL
11,"Willy Wonka & the Chocolate Factory (1971)","unique story",NULL,"[Monsters, Inc. (2001),Toy Story 2 (1999),The Silence of the Lambs (1991),Saving Private Ryan (1998),Ocean's Eleven (2001),The Terminator (1984),Braveheart (1995),Home Alone (1990)]","[Star Wars: Episode VI - Return of the Jedi (1983),Titanic (1997)]"
11,"Braveheart (1995)","unrealistic","[Die Hard (1988),The Silence of the Lambs (1991),Full Metal Jacket (1987)]",NULL,"[Snow White and the Seven Dwarfs (1937),The Little Mermaid (1989),Inception (2010),The Dark Knight (2008),X-Men (2000),The Lord of the Rings: The Fellowship of the Ring (2001),The Mask (1994)]"
11,"Scream (1996)","violent","[Star Wars: Episode VI - Return of the Jedi (1983),The Little Mermaid (1989),Schindler's List (1993),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Shrek 2 (2004)]","[Gladiator (2000),The Lord of the Rings: The Two Towers (2002)]","[Pulp Fiction (1994),RoboCop (1987),Psycho (1960)]"
11,"Die Hard (1988)","well directed",NULL,"[Shrek (2001),Jurassic Park (1993),The Lost World: Jurassic Park (1997),The Terminator (1984),Toy Story 2 (1999),Jumanji (1995),Home Alone (1990)]","[Star Wars: Episode VI - Return of the Jedi (1983),Apocalypse Now (1979),Ocean's Eleven (2001)]"
12,"Toy Story 2 (1999)","action filled","[Good Will Hunting (1997)]","[Shrek 2 (2004),American Pie (1999),Airplane! (1980)]","[Pirates of the Caribbean: The Curse of the Black Pearl (2003),Austin Powers: The Spy Who Shagged Me (1999),Happy Gilmore (1996),Goodfellas (1990),Back to the Future (1985),North by Northwest (1959)]"
12,"The Usual Suspects (1995)","animated",NULL,"[Pirates of the Caribbean: The Curse of the Black Pearl (2003),The Godfather (1972),Donnie Darko (2001),Goodfellas (1990),Groundhog Day (1993),Home Alone (1990),Dumb & Dumber (Dumb and Dumber) (1994)]","[Honey, I Shrunk the Kids (1989),Toy Story (1995),Shrek 2 (2004)]"
12,"Goodfellas (1990)","artsy","[American Pie (1999),Die Hard (1988),Liar Liar (1997),Armageddon (1998),Dumb & Dumber (Dumb and Dumber) (1994),Happy Gilmore (1996),Spider-Man 2 (2004),The Dark Knight (2008),Meet the Parents (2000)]","[E.T. the Extra-Terrestrial (1982)]",NULL
12,"My Cousin Vinny (1992)","believable","[Shrek 2 (2004),Toy Story 2 (1999),The Dark Knight (2008),Honey, I Shrunk the Kids (1989),Beauty and the Beast (1991),Finding Nemo (2003)]","[Ace Ventura: Pet Detective (1994),Seven (a.k.a. Se7en) (1995)]","[Titanic (1997),Catch Me If You Can (2002)]"
12,"Liar Liar (1997)","big budget",NULL,"[American Pie (1999),Meet the Parents (2000),Ace Ventura: When Nature Calls (1995),Shakespeare in Love (1998),Airplane! (1980)]","[Shrek (2001),Shrek 2 (2004),Beauty and the Beast (1991),Toy Story (1995),Spider-Man 2 (2004)]"
12,"Titanic (1997)","bizarre",NULL,"[My Cousin Vinny (1992),Pirates of the Caribbean: The Curse of the Black Pearl (2003)]","[Toy Story 2 (1999),Armageddon (1998),Toy Story (1995),Honey, I Shrunk the Kids (1989),Finding Nemo (2003),Beauty and the Beast (1991),E.T. the Extra-Terrestrial (1982),Memento (2000)]"
12,"Ace Ventura: When Nature Calls (1995)","boring","[Pirates of the Caribbean: The Curse of the Black Pearl (2003),Ocean's Eleven (2001),Fight Club (1999),Casino (1995),Airplane! (1980),Spider-Man 2 (2004)]","[Austin Powers: International Man of Mystery (1997),My Cousin Vinny (1992)]","[Toy Story 2 (1999),Beauty and the Beast (1991)]"
12,"E.T. the Extra-Terrestrial (1982)","budget","[Ocean's Eleven (2001),Inception (2010),Titanic (1997)]","[Shrek 2 (2004),Beauty and the Beast (1991),Finding Nemo (2003),Toy Story 2 (1999),Ace Ventura: Pet Detective (1994),Honey, I Shrunk the Kids (1989)]","[Airplane! (1980)]"
12,"Armageddon (1998)","cartoonish","[Seven (a.k.a. Se7en) (1995),Fight Club (1999),Goodfellas (1990),Inception (2010),Shakespeare in Love (1998),Titanic (1997)]","[Liar Liar (1997),Ace Ventura: When Nature Calls (1995)]","[E.T. the Extra-Terrestrial (1982),Shrek (2001)]"
12,"Catch Me If You Can (2002)","cheesy","[Fight Club (1999),Goodfellas (1990)]",NULL,"[Liar Liar (1997),Toy Story (1995),Finding Nemo (2003),Die Hard (1988),Happy Gilmore (1996),Spider-Man 2 (2004),E.T. the Extra-Terrestrial (1982),Beauty and the Beast (1991)]"
12,"Happy Gilmore (1996)","complicated",NULL,"[Dumb & Dumber (Dumb and Dumber) (1994),Airplane! (1980)]","[Shakespeare in Love (1998),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Armageddon (1998),Few Good Men, A (1992),Good Will Hunting (1997),Ocean's Eleven (2001),Titanic (1997),Memento (2000)]"
12,"Seven (a.k.a. Se7en) (1995)","confusing","[Pirates of the Caribbean: The Curse of the Black Pearl (2003),Home Alone (1990),Beauty and the Beast (1991),American Pie (1999),Airplane! (1980),Casino (1995),Shrek 2 (2004),Shakespeare in Love (1998),Die Hard (1988)]",NULL,"[Inception (2010)]"
12,"Happy Gilmore (1996)","crazy gore",NULL,"[Back to the Future (1985),Beauty and the Beast (1991),Shrek (2001),American Pie (1999),E.T. the Extra-Terrestrial (1982),Shrek 2 (2004),Armageddon (1998),Spider-Man 2 (2004)]","[Seven (a.k.a. Se7en) (1995),Fight Club (1999)]"
12,"Dumb & Dumber (Dumb and Dumber) (1994)","dense",NULL,"[American Pie (1999),Happy Gilmore (1996)]","[Pirates of the Caribbean: The Curse of the Black Pearl (2003),Titanic (1997),Catch Me If You Can (2002),Jerry Maguire (1996),Shakespeare in Love (1998),Die Hard (1988),Good Will Hunting (1997),Beauty and the Beast (1991)]"
12,"My Cousin Vinny (1992)","documentary style",NULL,"[Dumb & Dumber (Dumb and Dumber) (1994),Shrek (2001),Meet the Parents (2000),American Pie (1999),Titanic (1997),Memento (2000),The Dark Knight (2008),Honey, I Shrunk the Kids (1989)]","[The Godfather (1972),The Game (1997)]"
12,"Liar Liar (1997)","dramatic",NULL,"[Shrek (2001),Finding Nemo (2003)]","[Titanic (1997),Ocean's Eleven (2001),Catch Me If You Can (2002),Memento (2000),Seven (a.k.a. Se7en) (1995),Pirates of the Caribbean: The Curse of the Black Pearl (2003),E.T. the Extra-Terrestrial (1982),Ace Ventura: When Nature Calls (1995)]"
12,"Beauty and the Beast (1991)","dynamic","[Casino (1995)]","[Toy Story (1995),Shrek 2 (2004),Shakespeare in Love (1998),Toy Story 2 (1999)]","[Spider-Man 2 (2004),Home Alone (1990),My Cousin Vinny (1992),Spider-Man (2002),Goodfellas (1990)]"
12,"Titanic (1997)","entertaining",NULL,"[Good Will Hunting (1997),Catch Me If You Can (2002),Inception (2010),Goodfellas (1990)]","[Die Hard (1988),Spider-Man (2002),Airplane! (1980),Dumb & Dumber (Dumb and Dumber) (1994),Liar Liar (1997),Shrek (2001)]"
12,"Armageddon (1998)","exaggerated","[Catch Me If You Can (2002),Liar Liar (1997),American Pie (1999),Goodfellas (1990)]","[Shrek (2001),Home Alone (1990),Spider-Man 2 (2004),Die Hard (1988)]","[Inception (2010),Honey, I Shrunk the Kids (1989)]"
12,"Memento (2000)","factual","[Toy Story (1995),Shrek (2001),Beauty and the Beast (1991),Honey, I Shrunk the Kids (1989),Shrek 2 (2004)]","[Inception (2010),Austin Powers: International Man of Mystery (1997)]","[The Departed (2006),Fight Club (1999),Armageddon (1998)]"
12,"Ace Ventura: When Nature Calls (1995)","far-fetched","[Meet the Parents (2000),Few Good Men, A (1992),Seven (a.k.a. Se7en) (1995),American Pie (1999)]","[Armageddon (1998),Happy Gilmore (1996)]","[Home Alone (1990),Toy Story (1995),The Dark Knight (2008),Spider-Man (2002)]"
12,"Few Good Men, A (1992)","feels real","[Spider-Man (2002),The Dark Knight (2008),Toy Story 2 (1999),E.T. the Extra-Terrestrial (1982),Fight Club (1999),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Ace Ventura: Pet Detective (1994)]","[American Pie (1999)]","[Titanic (1997),Goodfellas (1990)]"
12,"Home Alone (1990)","fictionalized","[Goodfellas (1990),Meet the Parents (2000)]","[Austin Powers: International Man of Mystery (1997),Airplane! (1980)]","[Armageddon (1998),Beauty and the Beast (1991),Eternal Sunshine of the Spotless Mind (2004),Spider-Man 2 (2004),Toy Story 2 (1999),Spider-Man (2002)]"
12,"Honey, I Shrunk the Kids (1989)","funny","[Toy Story (1995),Spider-Man (2002),Titanic (1997),Die Hard (1988),Shakespeare in Love (1998),E.T. the Extra-Terrestrial (1982)]","[Austin Powers: The Spy Who Shagged Me (1999),Finding Nemo (2003),Shrek 2 (2004)]","[Happy Gilmore (1996)]"
12,"Honey, I Shrunk the Kids (1989)","gory","[Toy Story (1995)]","[Good Will Hunting (1997),American Pie (1999)]","[The Usual Suspects (1995),Ace Ventura: Pet Detective (1994),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Donnie Darko (2001),Ace Ventura: When Nature Calls (1995),Goodfellas (1990),Shakespeare in Love (1998)]"
12,"Armageddon (1998)","harsh","[Back to the Future (1985),Jerry Maguire (1996),American Pie (1999),Shakespeare in Love (1998),Happy Gilmore (1996),Ace Ventura: Pet Detective (1994),Spider-Man 2 (2004),Ace Ventura: When Nature Calls (1995)]","[Good Will Hunting (1997)]","[Donnie Darko (2001)]"
12,"Austin Powers: The Spy Who Shagged Me (1999)","heartfelt","[Donnie Darko (2001),The Usual Suspects (1995)]","[My Cousin Vinny (1992)]","[Memento (2000),Armageddon (1998),Home Alone (1990),E.T. the Extra-Terrestrial (1982),Shrek (2001),Titanic (1997),Die Hard (1988)]"
12,"Toy Story 2 (1999)","impactful","[Finding Nemo (2003),Happy Gilmore (1996),Austin Powers: The Spy Who Shagged Me (1999),Liar Liar (1997),My Cousin Vinny (1992),Ace Ventura: Pet Detective (1994)]","[Casino (1995),Back to the Future (1985)]","[Groundhog Day (1993),Beauty and the Beast (1991)]"
12,"Airplane! (1980)","incomprehensible","[Finding Nemo (2003),Toy Story (1995),Liar Liar (1997),Beauty and the Beast (1991),Ace Ventura: Pet Detective (1994)]","[Austin Powers: The Spy Who Shagged Me (1999),Austin Powers: International Man of Mystery (1997)]","[Fight Club (1999),The Dark Knight (2008)]"
12,"Honey, I Shrunk the Kids (1989)","intense",NULL,"[Home Alone (1990),Good Will Hunting (1997),Meet the Parents (2000)]","[Spider-Man 2 (2004),Ace Ventura: Pet Detective (1994),Titanic (1997),Pirates of the Caribbean: The Curse of the Black Pearl (2003),The Dark Knight (2008),Fight Club (1999),Goodfellas (1990)]"
12,"Ace Ventura: Pet Detective (1994)","interesting","[Home Alone (1990),Shrek (2001),Happy Gilmore (1996),Finding Nemo (2003)]","[Liar Liar (1997),The Dark Knight (2008),Meet the Parents (2000)]","[Catch Me If You Can (2002),The Departed (2006),Casino (1995)]"
12,"Toy Story (1995)","juvenile humor","[Fight Club (1999),Back to the Future (1985),Airplane! (1980),Beauty and the Beast (1991),Eternal Sunshine of the Spotless Mind (2004),Spider-Man 2 (2004),Die Hard (1988)]","[Dumb & Dumber (Dumb and Dumber) (1994),Finding Nemo (2003),Ace Ventura: When Nature Calls (1995)]",NULL
12,"Ocean's Eleven (2001)","light-hearted","[The Departed (2006),Titanic (1997),Eternal Sunshine of the Spotless Mind (2004)]","[My Cousin Vinny (1992)]","[Dumb & Dumber (Dumb and Dumber) (1994),Finding Nemo (2003),Beauty and the Beast (1991),Ace Ventura: When Nature Calls (1995),Ace Ventura: Pet Detective (1994),Liar Liar (1997)]"
12,"Austin Powers: International Man of Mystery (1997)","long",NULL,"[Home Alone (1990),Honey, I Shrunk the Kids (1989),American Pie (1999),Austin Powers: The Spy Who Shagged Me (1999),Beauty and the Beast (1991),E.T. the Extra-Terrestrial (1982),Airplane! (1980)]","[Casino (1995),Die Hard (1988),The Godfather (1972)]"
12,"Jerry Maguire (1996)","mainstream","[Seven (a.k.a. Se7en) (1995)]","[Good Will Hunting (1997),Airplane! (1980),Casino (1995),The Departed (2006)]","[Shrek 2 (2004),Armageddon (1998),Titanic (1997),The Dark Knight (2008),Toy Story (1995)]"
12,"Jerry Maguire (1996)","make you think","[Finding Nemo (2003),Toy Story 2 (1999),Home Alone (1990),American Pie (1999),Ace Ventura: When Nature Calls (1995)]","[Meet the Parents (2000)]","[Titanic (1997),Beauty and the Beast (1991),Groundhog Day (1993),The Usual Suspects (1995)]"
12,"The Game (1997)","mindless",NULL,"[Seven (a.k.a. Se7en) (1995),Catch Me If You Can (2002)]","[Armageddon (1998),Home Alone (1990),Back to the Future (1985),Spider-Man (2002),Die Hard (1988),Honey, I Shrunk the Kids (1989),Shrek 2 (2004),Shrek (2001)]"
12,"Ocean's Eleven (2001)","mushy mushy","[Austin Powers: International Man of Mystery (1997),Inception (2010)]","[Ace Ventura: When Nature Calls (1995),Home Alone (1990)]","[Happy Gilmore (1996),E.T. the Extra-Terrestrial (1982),Shrek (2001),Titanic (1997),Spider-Man (2002),Shrek 2 (2004)]"
12,"Shrek (2001)","original","[Seven (a.k.a. Se7en) (1995),My Cousin Vinny (1992),Meet the Parents (2000),Toy Story 2 (1999),Shrek 2 (2004),Shakespeare in Love (1998),Pirates of the Caribbean: The Curse of the Black Pearl (2003),American Pie (1999)]","[Beauty and the Beast (1991),Toy Story (1995)]",NULL
12,"Shakespeare in Love (1998)","over the top","[Dumb & Dumber (Dumb and Dumber) (1994),My Cousin Vinny (1992),Meet the Parents (2000)]","[Goodfellas (1990),Toy Story 2 (1999),Austin Powers: International Man of Mystery (1997),Toy Story (1995)]","[Honey, I Shrunk the Kids (1989),Inception (2010),Beauty and the Beast (1991)]"
12,"Toy Story (1995)","overrated","[Goodfellas (1990),My Cousin Vinny (1992)]","[Spider-Man 2 (2004),Spider-Man (2002),Titanic (1997),Toy Story 2 (1999)]","[Back to the Future (1985),Shrek 2 (2004),Dumb & Dumber (Dumb and Dumber) (1994),Austin Powers: The Spy Who Shagged Me (1999)]"
12,"Die Hard (1988)","playful","[Seven (a.k.a. Se7en) (1995)]","[Beauty and the Beast (1991),E.T. the Extra-Terrestrial (1982)]","[Toy Story 2 (1999),Ocean's Eleven (2001),Groundhog Day (1993),Austin Powers: The Spy Who Shagged Me (1999),Meet the Parents (2000),Austin Powers: International Man of Mystery (1997),American Pie (1999)]"
12,"Honey, I Shrunk the Kids (1989)","pointless","[Meet the Parents (2000),Spider-Man (2002),North by Northwest (1959),Casino (1995),Memento (2000),Armageddon (1998),The Dark Knight (2008),Goodfellas (1990)]","[Jerry Maguire (1996)]","[American Pie (1999)]"
