"rater_id","reference_title","soft_attribute","less_than","about_as","more_than"
43,"The Full Monty (1997)","heartfelt","[Star Wars: Episode VI - Return of the Jedi (1983),The Mask (1994),RoboCop (1987)]","[Snatch (2000),Back to the Future Part III (1990)]","[Schindler's List (1993),To Kill a Mockingbird (1962),The Godfather (1972),Casino (1995),The Birdcage (1996)]"
44,"Jaws (1975)","artsy",NULL,"[Twister (1996),Finding Nemo (2003),Pretty Woman (1990)]","[As Good as It Gets (1997),Back to the Future Part II (1989),One Flew Over the Cuckoo's Nest (1975),Few Good Men, A (1992),Babe (1995),The Wizard of Oz (1939),Clockwork Orange, A (1971)]"
44,"When Harry Met Sally... (1989)","heartfelt","[Liar Liar (1997),Dumb & Dumber (Dumb and Dumber) (1994),Fish Called Wanda, A (1988),Honey, I Shrunk the Kids (1989),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Jurassic Park (1993),The Mummy (1999),Finding Nemo (2003)]","[Lost in Translation (2003)]","[Casablanca (1942)]"
45,"Back to the Future Part III (1990)","artsy","[Contact (1997),Coneheads (1993),The Shining (1980),Schindler's List (1993),Die Hard 2 (1990)]","[Pirates of the Caribbean: The Curse of the Black Pearl (2003),Back to the Future (1985),Batman Forever (1995),Gladiator (2000),Edward Scissorhands (1990)]",NULL
45,"The Cable Guy (1996)","heartfelt","[True Lies (1994),The Game (1997),Arachnophobia (1990),The Mummy (1999),Pulp Fiction (1994)]","[The Santa Clause (1994),There's Something About Mary (1998),Monsters, Inc. (2001)]","[Rain Man (1988),Beauty and the Beast (1991)]"
46,"Back to the Future (1985)","artsy","[Shrek 2 (2004),The Godfather (1972),Jerry Maguire (1996),Kill Bill: Vol. 1 (2003),Clockwork Orange, A (1971),Scream (1996),Schindler's List (1993)]","[Aliens (1986),Star Trek: Generations (1994)]","[Blade Runner (1982)]"
46,"The Blues Brothers (1980)","heartfelt","[Star Trek: First Contact (1996),Crimson Tide (1995),Die Hard 2 (1990),Tombstone (1993),Ocean's Eleven (2001)]","[True Lies (1994),Airplane! (1980)]","[Titanic (1997),There's Something About Mary (1998),True Romance (1993)]"
47,"Terminator 2: Judgment Day (1991)","artsy","[The Net (1995),Hot Shots! Part Deux (1993),To Kill a Mockingbird (1962)]","[Groundhog Day (1993),Election (1999),Jurassic Park (1993)]","[The Lord of the Rings: The Two Towers (2002),Edward Scissorhands (1990),Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001),Titanic (1997)]"
47,"The Net (1995)","heartfelt","[Being John Malkovich (1999),Total Recall (1990),The Mask (1994),GoldenEye (1995)]","[My Cousin Vinny (1992),The Fifth Element (1997),Die Hard: With a Vengeance (1995)]","[Mrs. Doubtfire (1993),The Wizard of Oz (1939),Edward Scissorhands (1990)]"
48,"Home Alone (1990)","artsy","[The Breakfast Club (1985)]","[Batman Begins (2005)]","[The Lord of the Rings: The Two Towers (2002),Jumanji (1995),Terminator 2: Judgment Day (1991),E.T. the Extra-Terrestrial (1982),Star Wars: Episode V - The Empire Strikes Back (1980),Back to the Future (1985),Back to the Future Part II (1989),Waterworld (1995)]"
48,"Saving Private Ryan (1998)","heartfelt","[Willy Wonka & the Chocolate Factory (1971),Jumanji (1995),The Incredibles (2004),Beauty and the Beast (1991),The Dark Knight (2008),Monsters, Inc. (2001),Clerks (1994),Austin Powers: The Spy Who Shagged Me (1999)]","[The Nightmare Before Christmas (1993),Armageddon (1998)]",NULL
49,"Liar Liar (1997)","artsy","[Kill Bill: Vol. 1 (2003)]","[Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Good Will Hunting (1997),The Birdcage (1996),The Firm (1993),The Silence of the Lambs (1991),Men in Black (a.k.a. MIB) (1997)]","[X-Men (2000),Toy Story (1995),To Kill a Mockingbird (1962)]"
49,"Crimson Tide (1995)","heartfelt","[Pulp Fiction (1994),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)]","[Lethal Weapon (1987),X-Men (2000),Men in Black (a.k.a. MIB) (1997)]","[Happy Gilmore (1996),The Lion King (1994),Catch Me If You Can (2002),Dead Poets Society (1989),Lost in Translation (2003)]"
50,"Armageddon (1998)","artsy","[The Nutty Professor (1996),Groundhog Day (1993),Meet the Parents (2000)]","[Spider-Man (2002),Snow White and the Seven Dwarfs (1937),Superman (1978),Rocky (1976),Face/Off (1997)]","[Minority Report (2002),The Princess Bride (1987)]"
50,"Armageddon (1998)","heartfelt","[American Pie (1999),Vertigo (1958),The Princess Bride (1987),Spider-Man (2002),Young Frankenstein (1974)]","[Star Wars: Episode V - The Empire Strikes Back (1980),Finding Nemo (2003)]","[Forrest Gump (1994),Aladdin (1992),The Blues Brothers (1980)]"
51,"Home Alone (1990)","artsy","[Congo (1995),Predator (1987),Star Wars: Episode V - The Empire Strikes Back (1980),Die Hard (1988)]","[Ace Ventura: When Nature Calls (1995),The Truman Show (1998),Chicken Run (2000)]","[The Big Lebowski (1998),This Is Spinal Tap (1984),Ed Wood (1994)]"
51,"Boogie Nights (1997)","heartfelt","[GoldenEye (1995),The Departed (2006),The Fugitive (1993),The Lost World: Jurassic Park (1997)]","[Fargo (1996),Chinatown (1974)]","[The Incredibles (2004),The Green Mile (1999),Pleasantville (1998),Honey, I Shrunk the Kids (1989)]"
52,"Romancing the Stone (1984)","artsy","[Meet the Parents (2000),Con Air (1997)]","[Mission: Impossible II (2000),Catch Me If You Can (2002),The Fugitive (1993),Die Hard 2 (1990),Home Alone (1990)]","[Edward Scissorhands (1990),Rain Man (1988),Gone with the Wind (1939)]"
52,"The English Patient (1996)","heartfelt","[Inception (2010),Natural Born Killers (1994),Jurassic Park (1993),South Park: Bigger, Longer and Uncut (1999),Batman (1989),Terminator 2: Judgment Day (1991),Con Air (1997)]",NULL,"[Mrs. Doubtfire (1993),Beetlejuice (1988),The Breakfast Club (1985)]"
53,"The Princess Bride (1987)","artsy","[Stand by Me (1986),Taxi Driver (1976),American Beauty (1999)]","[Mission: Impossible (1996),Happy Gilmore (1996)]","[The Nutty Professor (1996),Men in Black (a.k.a. MIB) (1997),Toy Story 2 (1999),Armageddon (1998),The Lion King (1994)]"
53,"Fish Called Wanda, A (1988)","heartfelt","[Monty Python's Life of Brian (1979),Maverick (1994),The Terminator (1984),The Fifth Element (1997)]","[The Santa Clause (1994),Star Trek II: The Wrath of Khan (1982),Heat (1995)]","[The Lord of the Rings: The Fellowship of the Ring (2001),Cast Away (2000),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)]"
54,"Honey, I Shrunk the Kids (1989)","artsy","[Beverly Hills Cop III (1994),The Silence of the Lambs (1991),Ace Ventura: When Nature Calls (1995),The Bourne Identity (2002),American Pie (1999),Apocalypse Now (1979),As Good as It Gets (1997)]",NULL,"[Twister (1996),Spider-Man (2002),Star Wars: Episode IV - A New Hope (1977)]"
54,"Judge Dredd (1995)","heartfelt","[Aliens (1986),The Lord of the Rings: The Two Towers (2002),Star Trek II: The Wrath of Khan (1982),Star Wars: Episode IV - A New Hope (1977),X-Men (2000)]","[Men in Black (a.k.a. MIB) (1997),Coneheads (1993)]","[The Green Mile (1999),E.T. the Extra-Terrestrial (1982),Armageddon (1998)]"
55,"The Wizard of Oz (1939)","artsy","[The Incredibles (2004),American Pie (1999),The Santa Clause (1994),Back to the Future Part II (1989),Back to the Future (1985)]","[The Lord of the Rings: The Two Towers (2002),Schindler's List (1993),Memento (2000)]","[2001: A Space Odyssey (1968),Edward Scissorhands (1990)]"
55,"The Game (1997)","heartfelt","[Mission: Impossible (1996),The Shining (1980)]","[Titanic (1997),The Lord of the Rings: The Return of the King (2003),Amadeus (1984),The Nutty Professor (1996),Jumanji (1995),Gladiator (2000),Wallace & Gromit: The Wrong Trousers (1993)]","[Babe (1995)]"
56,"Citizen Kane (1941)","artsy","[Jaws (1975),Romancing the Stone (1984),Toy Story 2 (1999),The Shining (1980),Honey, I Shrunk the Kids (1989),Traffic (2000),Sleepless in Seattle (1993),Clerks (1994)]","[Fargo (1996),Inception (2010)]",NULL
56,"Dumb & Dumber (Dumb and Dumber) (1994)","heartfelt","[American Beauty (1999),Taxi Driver (1976),Traffic (2000),Jurassic Park (1993),Catch Me If You Can (2002),The Shining (1980)]","[Willy Wonka & the Chocolate Factory (1971),Home Alone (1990),Apollo 13 (1995),The Truman Show (1998)]",NULL
57,"Independence Day (a.k.a. ID4) (1996)","artsy","[American Pie (1999),American History X (1998)]","[The Santa Clause (1994),Face/Off (1997),Robin Hood: Men in Tights (1993),X2: X-Men United (2003)]","[Edward Scissorhands (1990),Mary Poppins (1964),Grease (1978),2001: A Space Odyssey (1968)]"
57,"Die Hard 2 (1990)","heartfelt","[Requiem for a Dream (2000),Apocalypse Now (1979),The Hunt for Red October (1990),Eyes Wide Shut (1999),2001: A Space Odyssey (1968)]","[Top Gun (1986),Reservoir Dogs (1992),Spider-Man (2002),The Crow (1994)]","[The Little Mermaid (1989)]"
58,"Fight Club (1999)","artsy","[Batman Forever (1995),Austin Powers: International Man of Mystery (1997),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Ghost (1990),Alien (1979),Air Force One (1997),Meet the Parents (2000),Office Space (1999)]","[Cast Away (2000),The Sound of Music (1965)]",NULL
58,"True Lies (1994)","heartfelt","[The Big Lebowski (1998),The Mummy (1999)]","[Dumb & Dumber (Dumb and Dumber) (1994),Office Space (1999),Ransom (1996)]","[High Fidelity (2000),Sleepless in Seattle (1993),Ghost (1990),Pirates of the Caribbean: The Curse of the Black Pearl (2003),The Lord of the Rings: The Two Towers (2002)]"
59,"Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)","artsy","[Honey, I Shrunk the Kids (1989)]","[Ghostbusters (a.k.a. Ghost Busters) (1984),Terminator 2: Judgment Day (1991),Mars Attacks! (1996),Who Framed Roger Rabbit? (1988),X2: X-Men United (2003),E.T. the Extra-Terrestrial (1982)]","[Star Wars: Episode I - The Phantom Menace (1999),Shrek 2 (2004),Jumanji (1995)]"
59,"Beetlejuice (1988)","heartfelt","[Who Framed Roger Rabbit? (1988)]","[V for Vendetta (2006),The Lost World: Jurassic Park (1997),Indiana Jones and the Temple of Doom (1984),The Lord of the Rings: The Return of the King (2003)]","[E.T. the Extra-Terrestrial (1982),Toy Story (1995),Home Alone (1990),Monsters, Inc. (2001),Beauty and the Beast (1991)]"
60,"Bug's Life, A (1998)","artsy","[Jurassic Park (1993),Home Alone (1990),Fight Club (1999)]","[Grease (1978),Chicken Run (2000),Shrek 2 (2004),The Incredibles (2004)]","[Pulp Fiction (1994),Monty Python and the Holy Grail (1975),Ace Ventura: When Nature Calls (1995)]"
60,"Seven (a.k.a. Se7en) (1995)","heartfelt","[Kill Bill: Vol. 2 (2004),Coneheads (1993)]","[Ocean's Eleven (2001),Indiana Jones and the Temple of Doom (1984)]","[Finding Nemo (2003),Honey, I Shrunk the Kids (1989),Willy Wonka & the Chocolate Factory (1971),Toy Story 2 (1999),Toy Story (1995),Airplane! (1980)]"
61,"Mary Poppins (1964)","artsy","[Cast Away (2000),The Breakfast Club (1985)]","[Titanic (1997),Ace Ventura: Pet Detective (1994),Aladdin (1992)]","[Back to the Future Part II (1989),The Lost World: Jurassic Park (1997),The Mask (1994),The Incredibles (2004),E.T. the Extra-Terrestrial (1982)]"
61,"Aliens (1986)","heartfelt","[The Matrix Reloaded (2003),Jurassic Park (1993),The Hunt for Red October (1990),Terminator 2: Judgment Day (1991),The Mask (1994),Shrek (2001),Jaws (1975)]","[Gladiator (2000)]","[Snow White and the Seven Dwarfs (1937),E.T. the Extra-Terrestrial (1982)]"
62,"Alien (1979)","artsy","[Casino (1995),Rain Man (1988),Indiana Jones and the Temple of Doom (1984),Seven (a.k.a. Se7en) (1995)]","[The Mask (1994),Aladdin (1992),Star Wars: Episode VI - Return of the Jedi (1983),Willy Wonka & the Chocolate Factory (1971)]","[Monsters, Inc. (2001),The Lord of the Rings: The Fellowship of the Ring (2001)]"
62,"The Mask (1994)","heartfelt","[Reservoir Dogs (1992),Butch Cassidy and the Sundance Kid (1969)]","[Jaws (1975),Men in Black (a.k.a. MIB) (1997)]","[The Lord of the Rings: The Two Towers (2002),Beauty and the Beast (1991),The Incredibles (2004),Chicken Run (2000),Schindler's List (1993),The Lion King (1994)]"
63,"Good Will Hunting (1997)","artsy",NULL,"[Almost Famous (2000),Batman (1989),Die Hard: With a Vengeance (1995),True Lies (1994),Rocky (1976),Gone with the Wind (1939),The Hunt for Red October (1990)]","[Star Wars: Episode I - The Phantom Menace (1999),Willy Wonka & the Chocolate Factory (1971),The Incredibles (2004)]"
63,"The Godfather (1972)","heartfelt","[The Mummy (1999),The Incredibles (2004),Superman (1978),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Star Wars: Episode V - The Empire Strikes Back (1980),Apollo 13 (1995),The Little Mermaid (1989)]","[Spider-Man 2 (2004),Tombstone (1993),The Godfather: Part II (1974)]",NULL
64,"Superman (1978)","artsy","[The Nutty Professor (1996),Cast Away (2000),Home Alone (1990),Shrek 2 (2004),The Lion King (1994)]","[Titanic (1997),Spider-Man (2002)]","[The Mummy (1999),The Lord of the Rings: The Return of the King (2003),Mission: Impossible II (2000)]"
64,"Beauty and the Beast (1991)","heartfelt","[The Lord of the Rings: The Fellowship of the Ring (2001),Men in Black (a.k.a. MIB) (1997),The Incredibles (2004)]","[Chicken Run (2000),Superman (1978),Pulp Fiction (1994),Jumanji (1995)]","[Spider-Man 2 (2004),Cast Away (2000),E.T. the Extra-Terrestrial (1982)]"
65,"Honey, I Shrunk the Kids (1989)","artsy","[Grease (1978)]","[Back to the Future Part II (1989)]","[Beautiful Mind, A (2001),Quiz Show (1994),Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000),The Lord of the Rings: The Fellowship of the Ring (2001),Sin City (2005),Indiana Jones and the Temple of Doom (1984),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Four Weddings and a Funeral (1994)]"
65,"Legends of the Fall (1994)","heartfelt","[The Blair Witch Project (1999),Snow White and the Seven Dwarfs (1937),Lethal Weapon (1987)]","[Shakespeare in Love (1998),Gladiator (2000),The Bourne Identity (2002),Pulp Fiction (1994)]","[Rocky (1976),Babe (1995),Sleepless in Seattle (1993)]"
66,"The Truman Show (1998)","artsy","[Toy Story 2 (1999),Austin Powers: International Man of Mystery (1997),Die Hard (1988),Lethal Weapon (1987),Coneheads (1993),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Ace Ventura: When Nature Calls (1995),Die Hard: With a Vengeance (1995),E.T. the Extra-Terrestrial (1982),The Mask (1994)]",NULL,NULL
66,"Beetlejuice (1988)","heartfelt",NULL,"[Robin Hood: Men in Tights (1993)]","[Reservoir Dogs (1992),Beautiful Mind, A (2001),Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000),Back to the Future Part II (1989),Beauty and the Beast (1991),Starship Troopers (1997),E.T. the Extra-Terrestrial (1982),The Lord of the Rings: The Two Towers (2002),Forrest Gump (1994)]"
67,"Austin Powers: International Man of Mystery (1997)","artsy",NULL,"[Liar Liar (1997),Naked Gun 33 1/3: The Final Insult (1994),The Nightmare Before Christmas (1993),As Good as It Gets (1997)]","[The Untouchables (1987),Independence Day (a.k.a. ID4) (1996),Cast Away (2000),The Blair Witch Project (1999),Mr. Holland's Opus (1995),The Wizard of Oz (1939)]"
67,"Jurassic Park (1993)","heartfelt","[Pulp Fiction (1994),Mary Poppins (1964),The Lion King (1994),Monsters, Inc. (2001),Young Frankenstein (1974),Maverick (1994)]",NULL,"[Star Wars: Episode V - The Empire Strikes Back (1980),Good Will Hunting (1997),Eyes Wide Shut (1999),Kill Bill: Vol. 2 (2004)]"
68,"Honey, I Shrunk the Kids (1989)","artsy",NULL,"[Star Wars: Episode VI - Return of the Jedi (1983),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Jumanji (1995),The Usual Suspects (1995),Toy Story 2 (1999)]","[American Beauty (1999),Trainspotting (1996),One Flew Over the Cuckoo's Nest (1975),Beautiful Mind, A (2001),The Silence of the Lambs (1991)]"
68,"The Usual Suspects (1995)","heartfelt","[Jaws (1975),Twister (1996)]","[Kill Bill: Vol. 2 (2004),Fight Club (1999)]","[Spider-Man (2002),Rocky (1976),The Lion King (1994),Finding Nemo (2003),Back to the Future Part III (1990),Clerks (1994)]"
69,"Arachnophobia (1990)","artsy","[As Good as It Gets (1997),Coneheads (1993),The Lion King (1994)]","[Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),The Sound of Music (1965),Rain Man (1988)]","[Edward Scissorhands (1990),Reservoir Dogs (1992),Almost Famous (2000),The Usual Suspects (1995)]"
69,"Pulp Fiction (1994)","heartfelt","[Austin Powers: The Spy Who Shagged Me (1999)]","[The Lord of the Rings: The Fellowship of the Ring (2001),The Wizard of Oz (1939),Psycho (1960)]","[Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001),Shrek 2 (2004),It's a Wonderful Life (1946),Forrest Gump (1994),Beautiful Mind, A (2001),When Harry Met Sally... (1989)]"
70,"Coneheads (1993)","artsy","[American Pie (1999),RoboCop (1987),The Silence of the Lambs (1991),When Harry Met Sally... (1989),Saving Private Ryan (1998),Legends of the Fall (1994),Die Hard 2 (1990)]","[Batman Begins (2005),Natural Born Killers (1994)]","[Beetlejuice (1988)]"
70,"Casino (1995)","heartfelt","[Coneheads (1993)]","[Natural Born Killers (1994),Indiana Jones and the Last Crusade (1989),The Big Lebowski (1998),The Silence of the Lambs (1991),X2: X-Men United (2003)]","[The Lord of the Rings: The Fellowship of the Ring (2001),Lethal Weapon (1987),Ghost (1990),The Lord of the Rings: The Return of the King (2003)]"
71,"American Pie (1999)","artsy","[The Santa Clause (1994),Harry Potter and the Chamber of Secrets (2002),Monsters, Inc. (2001)]","[Star Wars: Episode I - The Phantom Menace (1999),Toy Story 2 (1999),Willy Wonka & the Chocolate Factory (1971),Ace Ventura: When Nature Calls (1995)]","[The Nightmare Before Christmas (1993),Beauty and the Beast (1991),To Kill a Mockingbird (1962)]"
71,"Beetlejuice (1988)","heartfelt","[American Pie (1999),The Mask (1994),This Is Spinal Tap (1984)]","[Star Wars: Episode I - The Phantom Menace (1999),Spider-Man (2002),Interview with the Vampire: The Vampire Chronicles (1994)]","[To Kill a Mockingbird (1962),The Sound of Music (1965),The Princess Bride (1987),Aladdin (1992)]"
72,"Fight Club (1999)","artsy","[There's Something About Mary (1998),Beverly Hills Cop III (1994)]","[Natural Born Killers (1994),American Beauty (1999),Spider-Man (2002),The Mask (1994),Gladiator (2000)]","[American History X (1998),Grease (1978),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)]"
72,"Natural Born Killers (1994)","heartfelt","[Austin Powers: The Spy Who Shagged Me (1999),Jumanji (1995),Who Framed Roger Rabbit? (1988),Harry Potter and the Chamber of Secrets (2002),Austin Powers: International Man of Mystery (1997),The Sound of Music (1965),The Incredibles (2004)]","[Top Gun (1986)]","[Braveheart (1995),Beautiful Mind, A (2001)]"
73,"Titanic (1997)","artsy","[Back to the Future Part II (1989),Toy Story 2 (1999),The Santa Clause (1994),Enemy of the State (1998)]","[Grease (1978),Terminator 2: Judgment Day (1991),When Harry Met Sally... (1989),Charlie's Angels (2000)]","[Babe (1995),Sense and Sensibility (1995)]"
73,"The Big Lebowski (1998)","heartfelt","[The Hunt for Red October (1990),X-Men (2000),Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000),Spider-Man (2002),Jurassic Park (1993)]","[Sense and Sensibility (1995),Back to the Future Part III (1990),Pretty Woman (1990)]","[Beauty and the Beast (1991),It's a Wonderful Life (1946)]"
74,"Species (1995)","artsy","[Clear and Present Danger (1994),Ace Ventura: When Nature Calls (1995),Erin Brockovich (2000)]","[Alien (1979),Aliens (1986),My Cousin Vinny (1992)]","[Face/Off (1997),Ghost (1990),Finding Nemo (2003),Ghostbusters (a.k.a. Ghost Busters) (1984)]"
74,"Interview with the Vampire: The Vampire Chronicles (1994)","heartfelt","[Predator (1987),Goodfellas (1990),Species (1995)]","[Fargo (1996),The Lost World: Jurassic Park (1997),My Cousin Vinny (1992),Terminator 2: Judgment Day (1991),The Hunt for Red October (1990),Catch Me If You Can (2002)]","[Babe (1995)]"
75,"Bug's Life, A (1998)","artsy","[Back to the Future Part III (1990)]","[Toy Story (1995),Shrek (2001)]","[Toy Story 2 (1999)]"
75,"Snow White and the Seven Dwarfs (1937)","heartfelt","[The Crow (1994),Lethal Weapon (1987)]","[Beauty and the Beast (1991),Superman (1978)]","[Desperado (1995),The Lord of the Rings: The Fellowship of the Ring (2001)]"
76,"E.T. the Extra-Terrestrial (1982)","artsy","[Lethal Weapon (1987),GoldenEye (1995),Mission: Impossible (1996)]","[The Sixth Sense (1999),Close Encounters of the Third Kind (1977),What's Eating Gilbert Grape (1993),The Lord of the Rings: The Two Towers (2002)]","[The Shining (1980),Platoon (1986),Edward Scissorhands (1990)]"
76,"Run Lola Run (Lola rennt) (1998)","heartfelt","[Star Wars: Episode I - The Phantom Menace (1999),The Dark Knight (2008),Natural Born Killers (1994)]","[Citizen Kane (1941),Beetlejuice (1988),Harry Potter and the Chamber of Secrets (2002)]","[E.T. the Extra-Terrestrial (1982),Finding Nemo (2003),Blade Runner (1982),Shrek 2 (2004)]"
77,"The Terminator (1984)","artsy","[Grease (1978),Forrest Gump (1994),Liar Liar (1997),Fight Club (1999)]","[V for Vendetta (2006),Get Shorty (1995),Blade Runner (1982)]","[The Wizard of Oz (1939),Who Framed Roger Rabbit? (1988),Mars Attacks! (1996)]"
77,"Goodfellas (1990)","heartfelt","[Erin Brockovich (2000),Scream (1996),Die Hard (1988),Austin Powers: International Man of Mystery (1997),Monsters, Inc. (2001)]","[The Talented Mr. Ripley (1999),The Mummy (1999),X-Men (2000)]","[When Harry Met Sally... (1989),Beauty and the Beast (1991)]"
78,"Jerry Maguire (1996)","artsy","[Naked Gun 33 1/3: The Final Insult (1994),Honey, I Shrunk the Kids (1989)]","[Rocky (1976),Four Weddings and a Funeral (1994)]","[Shrek 2 (2004),Pulp Fiction (1994),The Matrix Reloaded (2003),Ghost (1990),The Sixth Sense (1999),Independence Day (a.k.a. ID4) (1996)]"
78,"True Romance (1993)","heartfelt","[Kill Bill: Vol. 1 (2003),Cliffhanger (1993)]","[Ace Ventura: Pet Detective (1994),There's Something About Mary (1998),Election (1999)]","[Who Framed Roger Rabbit? (1988),The English Patient (1996),The Little Mermaid (1989),What's Eating Gilbert Grape (1993),Aladdin (1992)]"
79,"Dragonheart (1996)","artsy","[Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Forrest Gump (1994),Twister (1996),Ocean's Eleven (2001),Ghostbusters (a.k.a. Ghost Busters) (1984),Air Force One (1997)]","[Gladiator (2000),Terminator 2: Judgment Day (1991)]","[Back to the Future Part III (1990),The Lord of the Rings: The Return of the King (2003)]"
79,"Jaws (1975)","heartfelt",NULL,"[RoboCop (1987),Braveheart (1995),The Lost World: Jurassic Park (1997),Predator (1987)]","[Shrek (2001),Star Wars: Episode VI - Return of the Jedi (1983),Indiana Jones and the Temple of Doom (1984),Home Alone (1990),Pleasantville (1998),Pretty Woman (1990)]"
80,"Die Hard (1988)","artsy","[Meet the Parents (2000)]","[Top Gun (1986)]","[Face/Off (1997),The Mask (1994),Apocalypse Now (1979),Erin Brockovich (2000),Addams Family Values (1993),The Lost World: Jurassic Park (1997),The Crow (1994),The Untouchables (1987)]"
80,"Ransom (1996)","heartfelt",NULL,"[Charlie's Angels (2000),Mars Attacks! (1996),Indiana Jones and the Temple of Doom (1984),Naked Gun 33 1/3: The Final Insult (1994)]","[Finding Nemo (2003),Dead Poets Society (1989),Monsters, Inc. (2001),Dumb & Dumber (Dumb and Dumber) (1994),Toy Story (1995),Sleepless in Seattle (1993)]"
81,"Ace Ventura: Pet Detective (1994)","artsy","[Terminator 2: Judgment Day (1991)]","[Spider-Man 2 (2004),Back to the Future Part II (1989)]","[The Lion King (1994),Aliens (1986),Election (1999),Citizen Kane (1941),The Birdcage (1996),Kill Bill: Vol. 2 (2004),V for Vendetta (2006)]"
81,"Braveheart (1995)","heartfelt","[The Birdcage (1996),Inception (2010),Men in Black (a.k.a. MIB) (1997),Face/Off (1997)]","[Sleepless in Seattle (1993),Memento (2000),Die Hard: With a Vengeance (1995),The Good, the Bad and the Ugly (Buono, il brutto, il cattivo, Il) (1966)]","[Toy Story (1995),There's Something About Mary (1998)]"
82,"Willy Wonka & the Chocolate Factory (1971)","artsy","[Face/Off (1997),The Big Lebowski (1998),Top Gun (1986)]","[The Nutty Professor (1996),Naked Gun 33 1/3: The Final Insult (1994),Dragonheart (1996),Shrek (2001),The Little Mermaid (1989)]","[Shrek 2 (2004),Toy Story (1995)]"
82,"The Santa Clause (1994)","heartfelt","[Full Metal Jacket (1987),Waterworld (1995),Ocean's Eleven (2001),Monty Python's Life of Brian (1979),Spider-Man (2002),Rear Window (1954)]","[Mrs. Doubtfire (1993),L.A. Confidential (1997),Few Good Men, A (1992)]","[Shakespeare in Love (1998)]"
83,"Toy Story 2 (1999)","artsy","[To Kill a Mockingbird (1962),Home Alone (1990),Mission: Impossible II (2000)]","[Spider-Man 2 (2004),Toy Story (1995),Shrek (2001),Monsters, Inc. (2001),Honey, I Shrunk the Kids (1989),Snow White and the Seven Dwarfs (1937)]","[The Incredibles (2004)]"
83,"Honey, I Shrunk the Kids (1989)","heartfelt","[Blade Runner (1982),X-Men (2000),To Kill a Mockingbird (1962)]","[Monsters, Inc. (2001),Home Alone (1990),Bug's Life, A (1998),The Incredibles (2004)]","[Toy Story (1995),Willy Wonka & the Chocolate Factory (1971),The Sound of Music (1965)]"
84,"The Net (1995)","artsy","[The Nutty Professor (1996),Batman (1989),Romancing the Stone (1984)]","[Con Air (1997),The Untouchables (1987)]","[The Godfather: Part II (1974),The Silence of the Lambs (1991),Dead Man Walking (1995),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)]"
84,"The Cable Guy (1996)","heartfelt","[V for Vendetta (2006),Aliens (1986),Jurassic Park (1993),Ghostbusters (a.k.a. Ghost Busters) (1984)]","[Minority Report (2002),Lethal Weapon (1987)]","[Stand by Me (1986),Twister (1996),Gattaca (1997),When Harry Met Sally... (1989)]"
85,"Superman (1978)","artsy","[Catch Me If You Can (2002),My Cousin Vinny (1992),Eyes Wide Shut (1999),Rocky (1976),The Silence of the Lambs (1991)]","[E.T. the Extra-Terrestrial (1982),Armageddon (1998),The Santa Clause (1994)]","[Beauty and the Beast (1991),Monsters, Inc. (2001)]"
85,"Home Alone (1990)","heartfelt","[Snatch (2000),Arachnophobia (1990),Interview with the Vampire: The Vampire Chronicles (1994),The Cable Guy (1996)]","[Jumanji (1995),The Incredibles (2004),Grease (1978),Beauty and the Beast (1991),Indiana Jones and the Temple of Doom (1984)]","[Erin Brockovich (2000)]"
86,"Men in Black (a.k.a. MIB) (1997)","artsy","[Scream (1996),Beverly Hills Cop III (1994),In the Line of Fire (1993)]","[Mars Attacks! (1996),Apollo 13 (1995),Clueless (1995)]","[The Lord of the Rings: The Fellowship of the Ring (2001),The Princess Bride (1987),Gone with the Wind (1939),The Mummy (1999)]"
86,"Monty Python's Life of Brian (1979)","heartfelt","[Die Hard 2 (1990),Batman (1989),Home Alone (1990),Predator (1987)]","[Shrek 2 (2004),Boogie Nights (1997),Donnie Darko (2001)]","[Superman (1978),When Harry Met Sally... (1989),Dead Man Walking (1995)]"
